,country,description,points,price,province,taster_name,taster_twitter_handle,title,variety,winery
85509,Italy,"This Amarone has ripe blackberry aromas, with hints of raisin and spice. The palate shows black cherry, black pepper and prune notes. It has tight tannins and fresh acidity, but needs time to unwind and develop; drink after 2016.",90,50.0,Veneto,Kerin O’Keefe,@kerinokeefe,Farina 2010  Amarone della Valpolicella Classico,Red Blend,Farina
85510,US,"Pure Syrah from the Boushey vineyard, this is wound tightly around a core of pomegranate and cassis. Threads of licorice, coffee grounds and liquid smoke provide darker highlights, while the lingering finish offers details of dried leaves and herbs.",90,30.0,Washington,Paul Gregutt,@paulgwine ,Forgeron 2010 Boushey Syrah (Yakima Valley),Syrah,Forgeron
85511,Italy,"Here's a straightforward Amarone, with dense black fruit and spice aromas. The palate delivers blackberry, plum and raisin flavors, with white pepper and chocolate accents. It doesn't have a lot of complexity, but is delicious and ready to drink.",90,75.0,Veneto,Kerin O’Keefe,@kerinokeefe,Giuseppe Campagnola 2009 Vigneti Vallata di Marano  (Amarone della Valpolicella Classico),Red Blend,Giuseppe Campagnola
85520,France,"This wine is all herbal fruits, with spice from the wood-aging and lively acidity. It has considerable potential, full of its nervy texture, minerality and tight acidity. Wait at least into 2020. Tristan and Loïc Kressmann now run the family estate.",93,35.0,Bordeaux,Roger Voss,@vossroger,Château Latour-Martillac 2013  Pessac-Léognan,Bordeaux-style White Blend,Château Latour-Martillac
85553,Spain,"This mature blend of Gewurztraminer, Sauvignon Blanc and Macabeo is oily, plump and fragrant, but also blocky, chunky and on its last legs of freshness. Flowery peach, melon and papaya flavors end short, with an oily mouthfeel.",87,40.0,Northern Spain,Michael Schachner,@wineschach,Oliver Conti 2009 White (Empordà),White Blend,Oliver Conti
85554,US,"Mostly Cabernet Sauvignon with four other Bordeaux varieties in the mix, this wine brings an aromatic medley of cherry cola, dark chocolate, and light medicinal notes. The flavors don't entirely meld with the oak showing a bit too prominently, offset by grainy tannins.",87,40.0,Washington,Sean P. Sullivan,@wawinereport,One 2009 Red Wine Destiny Ridge Vineyards Red (Horse Heaven Hills),Red Blend,One
85555,Spain,"The nose on this regularly solid Verdejo is mild, with aromas of apple, pear and melon. The palate is round and a touch fleshy, with modest acidity pushing pithy peach and pear flavors. The finish tastes of almond skins and apple.",87,13.0,Northern Spain,Michael Schachner,@wineschach,Palacio de Bornos 2012 Verdejo (Rueda),Verdejo,Palacio de Bornos
85556,Spain,"This is the first table wine to come from this Cava producer and it has its ups and downs. The bouquet smells like Sprite with peach, while the palate is crisp, citric and pointed, with orange and lime flavors and an oxidized, stalky note to the finish. This is good but middle of the road as white wines go.",87,29.0,Catalonia,Michael Schachner,@wineschach,Agustí Torelló Mata 2010 XII Subirat Parent Malvasia (Penedès),Malvasia,Agustí Torelló Mata
85565,US,"For its bold footprint (and the amount of wood aging it went through) this rich Zinfandel offers a depth of pleasant berry flavor and a measured texture, with a savory edge on the finish.",87,32.0,California,Virginie Boone,@vboone,Wood Family Vineyards 2010 Big Wood Zinfandel (Livermore Valley),Zinfandel,Wood Family Vineyards
85566,US,"This is a broadly fruity, wide open style with fresh melon, pink grapefruit and orange marmalade flavors criss-crossing the palate. It's ready to enjoy right now, low in alcohol, with a touch of marshmallow sweetness to cut the acid.",87,13.0,Washington,Paul Gregutt,@paulgwine ,Zero One Vintners 2011 Copper Lily Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Zero One Vintners
85592,Israel,"Produced in Israel from an ancient native grape that grows in Palestine, this wine offers a lean lemon aroma with a faint whiff of petrol. Citrus and light floral flavors are dominated by lime-sorbet notes, and this interesting yet easy-drinking quaff leaves one with a lingering lemon tingle on the palate.",88,35.0,Galilee,Mike DeSimone,@worldwineguys,Recanati 2015 Marawi (Galilee),Marawi,Recanati
85593,US,"This is a big, bold blend of 70% Cabernet Sauvignon, 15% Petite Sirah and 15% Zinfandel that persists in thick, dense tannin and leather and tobacco notes. Full of juicy black fruit and subtle cinnamon and pepper, it finishes clean.",88,65.0,California,Virginie Boone,@vboone,Red Thread Wines 2014 Estate Red (Howell Mountain),Red Blend,Red Thread Wines
85594,US,"This is a straightforward, lush and alluringly tart white that offers an oaky backbone of vanilla wrapped in fresh layers of fig, apple and green olive flavor.",88,20.0,California,Virginie Boone,@vboone,Robert Mondavi 2014 Chardonnay (Napa Valley),Chardonnay,Robert Mondavi
85728,France,"Based on the premier cru Chardonnay vineyards of Cuis, this soft and fresh wine is beautifully balanced. It has apple freshness, a tangy texture from minerality, and a bright and fruity aftertaste.",89,50.0,Champagne,Roger Voss,@vossroger,Pierre Gimonnet et Fils NV Cuis Premier Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Pierre Gimonnet et Fils
85757,US,"This is a bright, effusive, full-bodied wine, with underlying acidity that keeps it fresh in the glass. Apple and pear flavors combine with firm texture, providing weight and breadth.",90,34.0,California,Virginie Boone,@vboone,Trione 2015 River Road Ranch Chardonnay (Russian River Valley),Chardonnay,Trione
85760,France,"Ripe rounded aspects of ripe pear and yellow apple play on the nose. The palate has an earthy touch and frothy lively fizz that boosts the fruit notes of the nose. The body is light and dry with a mouth-watering, refreshing finish that echoes long with lovely apple notes.",90,17.0,Alsace,Anne Krebiehl MW,@AnneInVino,Willm NV Blanc de Noirs Sparkling (Crémant d'Alsace),Sparkling Blend,Willm
85761,US,"This new offering from the sparkling wine producer reveals strongly crafted layers of creamy apple pie, crème brûlée and toasty oak flavors. Made in a full-bodied, concentrated style, it doesn't hold back on its spicy acidity and lemony finish.",90,40.0,California,Virginie Boone,@vboone,WindVane 2015 Estate Grown Chardonnay (Carneros),Chardonnay,WindVane
85762,US,"Well-integrated blueberry and purple flower aromas make for a casual rather than bombastic nose in this blend of 32% Syrah, 28% Grenache, 25% Mourvèdre and 15% Petite Sirah. Roasted meat, charred blackberry and dried fennel notes show on the palate, feeling very balanced and acid-even.",90,40.0,California,Matt Kettmann,@mattkettmann,Kaleidos 2015 Morpheus Red (Paso Robles),Rhône-style Red Blend,Kaleidos
85763,US,"This high-wire wine skirts along tart red fruits with a stiff herbal spine. Sourced from Lange Estate, Freedom Hill and Yamhill vineyards, it was aged in 40% new French oak. A nice streak of espresso, licorice and char completes the finish.",90,50.0,Oregon,Paul Gregutt,@paulgwine ,Lange 2014 Three Hills Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Lange
85764,South Africa,"This Cabernet Sauvignon-based blend, with 25% Merlot and 5% Cabernet Franc, is complex and intriguing. It boasts a full profile of ripe fruit tones, expressed in layers of baked cherry, plum and rhubarb cake that are accented by notes of cured bacon, leather and pressed purple flowers. The palate is surprisingly smooth and silky, thanks to resolved, approachable tannins and a lingering sweet-smoke hit on the finish.",90,25.0,Stellenbosch,Lauren Buzzeo,@laurbuzz,L'Avenir 2014 Classic Red (Stellenbosch),Bordeaux-style Red Blend,L'Avenir
85765,France,"This is a floral wine with a tight nervy texture and intense acidity. Citrus fruit and crispness drive this forward. While it has plenty of fruit, it is this mineral texture that dominates this dry wine. Drink now.",90,60.0,Champagne,Roger Voss,@vossroger,Legras & Haas NV Grand Cru Blanc de Blancs Extra Brut Chardonnay (Champagne),Chardonnay,Legras & Haas
85766,US,"This Zinfandel from a warm area that hugs the Arroyo Seco appellation boundary (and will likely one day be part of it) shows baked blueberry, nutmeg, clove, licorice and turned loam aromas. Its dark plum and boysenberry flavors are strong, yet rocky mineral notes, cocoa spice and upright tannins kick it up to the next level.",90,38.0,California,Matt Kettmann,@mattkettmann,Mesa Del Sol 2013 Zinfandel (Monterey County),Zinfandel,Mesa Del Sol
85767,Italy,"In honor of the firm's 130th anniversary and made in limited quantities, this enticing sparkler offers ethereal scents of fragrant wild flower, apple and pear that follow through to the vibrant, focused palate, alongside a lemony note. It's clean and crisp, with a pristine bone-dry finish.",90,25.0,Veneto,Kerin O’Keefe,@kerinokeefe,Mionetto NV Cuvée Anniversario Brut  (Valdobbiadene Prosecco Superiore),Glera,Mionetto
85768,Italy,"Loaded with finesse, this bright creamy wine hits all the right buttons. It opens with lovely scents of acacia flower and white stone fruit while the polished silky palate delivers yellow apple, ripe pear and lemon zest alongside fresh acidity. An elegant mousse lends suppleness.",90,17.0,Veneto,Kerin O’Keefe,@kerinokeefe,Montelvini 2015 Montellini Extra Brut  (Asolo Prosecco Superiore),Glera,Montelvini
85769,US,"With initial weightiness and fullness on the palate, this wine ultimately delivers crisp, cool peach and melon flavors, a lingering lemon zest note adding to its freshness.",90,25.0,California,Virginie Boone,@vboone,Ousterhout 2016 Redwood Ranch Sauvignon Blanc (Alexander Valley),Sauvignon Blanc,Ousterhout
85770,US,"This larger production offering from the respected producer is a testament to the benefit of sourcing from multiple sites. It showcases an interesting oyster shell note, as well as robust, caramelized oak. Honey and baked apple flavors lend richness and concentration.",90,40.0,California,Virginie Boone,@vboone,Patz & Hall 2015 Chardonnay (Sonoma Coast),Chardonnay,Patz & Hall
85784,France,"Pinot Noir thrives in the Aube region giving rich wines like this. It has a yeasty aroma which follows through to the ripe fruity palate. The wine is warm, while still crisp and tangy. This bottling is ready to drink.",89,53.0,Champagne,Roger Voss,@vossroger,Jean Laurent NV Blanc de Noirs Brut Pinot Noir (Champagne),Pinot Noir,Jean Laurent
85785,France,A very fresh nose with hints of lemon yogurt leads on to a very sprightly lemon-dominated palate. The flavors are fresh but creamy on a very light dry body which makes most of the soft but frothy mousse. It is the lemon tinge that really lasts on the dry finish.,89,21.0,Alsace,Anne Krebiehl MW,@AnneInVino,Joseph Cattin NV Brut Sparkling (Crémant d'Alsace),Sparkling Blend,Joseph Cattin
85866,US,"Squeezed plums and deep pomegranate extract gain some funky complexity from damp mushrooms, sour plum skins and wet wood on the nose of this bottling. The flavors are heavy with juniper, smoked pine and exotic woods, and the dried berry fruit compensates for the herbaciousness.",87,15.0,California,Matt Kettmann,@mattkettmann,Bridlewood 2013 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Bridlewood
85885,US,"Aromatically generous, this displays notes of pineapple, pear and guava. The palate drinks off dry, with abundant tropical fruit flavors, but lacks the acidity to hold it all together.",86,15.0,Washington,Sean P. Sullivan,@wawinereport,Apex 2013 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Apex
85886,France,"Named after an 18th-century French admiral, this wine is made by the Gilardi family. It's a ripe, dry and sustaining wine that has ripe spice and pepper, fresh red fruits and a keenly refreshing aftertaste. It is ready to drink.",86,15.0,Provence,Roger Voss,@vossroger,Bailli de Provence 2014 Rosé (Côtes de Provence),Rosé,Bailli de Provence
85888,Italy,"Initially shy on the nose, this eventually opens up in the glass to reveal dried yellow fruit, toast, chamomile flower and a whiff of sage. The palate offers toasted oak, walnut and a buttery note, but it lacks fruit richness.",86,21.0,Tuscany,Kerin O’Keefe,@kerinokeefe,Cesani 2011 Sanice  (Vernaccia di San Gimignano),Vernaccia,Cesani
85984,Spain,"Gritty aromas of olive, herbs and charred berry give this Montsant wine a Chilean-like bouquet. The palate is wide, blunt and tannic, with blackberry and stewed plum flavors. It mellows out on the finish, with earth notes. It's solid and sturdy, but feels tough. A blend of Garnacha, Merlot and Cabernet Sauvignon.",88,30.0,Catalonia,Michael Schachner,@wineschach,La Universal 2009 Dido Red (Montsant),Red Blend,La Universal
85992,France,"This is a very drinkable Gigondas despite being very much in the savory-spicy style. Leather, garrigue, cinnamon and clove are the dominant notes, softened by silky tannins and modest cherry fruit. Drink now–2015.",88,26.0,Rhône Valley,Joe Czerwinski,@JoeCz,Andrieux & Fils 2009  Gigondas,Rhône-style Red Blend,Andrieux & Fils
85994,Spain,"The leathery red-berry aromas are a tad stretched and tight but still good. This feels zesty, snappy and alert in the mouth, with lightly herbal flavors of red plum and tangy cherry tomato. The hickory spice imparted from 24 months of oak aging shows up on the finish along with licorice.",88,22.0,Northern Spain,Michael Schachner,@wineschach,Bodegas Virgen del Águila 2004 Señorío del Águila Gran Reserva Red (Cariñena),Red Blend,Bodegas Virgen del Águila
